Date,Close,High,Low,Open,Volume,Ticker
2021-05-31,5462.3564453125,5475.209048713236,5419.514433976716,5449.5038419117645,101442000,BBCA
2021-06-02,5539.47216796875,5582.314180095345,5500.914357054815,5569.461576457367,141732500,BBCA
2021-06-03,5655.146484375,5655.146484375,5509.483620383523,5565.178244850852,133810500,BBCA
2021-06-04,5638.0087890625,5672.282398722455,5569.461569742592,5672.282398722455,62108500,BBCA
2021-06-07,5595.1669921875,5629.440603165677,5509.482964742056,5620.872200421133,62576000,BBCA
2021-06-08,5509.482421875,5633.724249428946,5509.482421875,5633.724249428946,64348000,BBCA
2021-06-09,5595.1669921875,5599.451193559772,5449.504145530244,5449.504145530244,77198000,BBCA
2021-06-10,5672.28271484375,5672.28271484375,5560.893477241078,5616.588096042414,73262500,BBCA
2021-06-11,5543.75634765625,5638.008773968798,5535.1879452642,5629.4403715767485,72780500,BBCA
2021-06-14,5492.34619140625,5586.598622148011,5483.777788611545,5586.598622148011,61478500,BBCA
2021-06-15,5543.75634765625,5543.75634765625,5488.061732107926,5522.335341676126,87799000,BBCA
2021-06-16,5470.9248046875,5513.766815687402,5449.503799187549,5500.914212387432,48984000,BBCA
2021-06-17,5423.798828125,5475.209243557464,5376.672613978574,5475.209243557464,68448500,BBCA
2021-06-18,5419.51416015625,5436.650963824728,5380.956351902174,5398.093155570652,118043000,BBCA
2021-06-21,5355.25146484375,5398.0934765625,5320.97785546875,5398.0934765625,60823500,BBCA
2021-06-22,5432.36767578125,5475.209692151765,5346.683643040221,5355.252046314324,65824000,BBCA
2021-06-23,5338.115234375,5432.367670294943,5338.115234375,5393.8098556004215,52451000,BBCA
2021-06-24,5320.97802734375,5406.662053548964,5312.409624723229,5406.662053548964,56010000,BBCA
2021-06-25,5303.841796875,5363.820621718497,5303.841796875,5338.115411071284,68939500,BBCA
2021-06-28,5188.16796875,5269.567796500825,5188.16796875,5226.725781895128,84420500,BBCA
2021-06-29,5179.599609375,5218.157422844292,5175.315407878412,5183.883810871588,53704000,BBCA
2021-06-30,5162.462890625,5201.020704745851,5141.041882780083,5141.041882780083,65795000,BBCA
2021-07-01,5162.462890625,5205.304906314834,5141.041882780083,5192.452301607884,58153000,BBCA
2021-07-02,5226.72607421875,5260.999687820185,5175.315653816599,5201.020864017674,67392500,BBCA
2021-07-05,5235.29443359375,5252.431240250357,5201.020820280533,5226.726030265446,39710500,BBCA
2021-07-06,5188.16796875,5235.294184816267,5188.16796875,5235.294184816267,34279500,BBCA
2021-07-07,5196.73681640625,5295.27345843209,5166.747403615777,5295.27345843209,35595000,BBCA
2021-07-08,5153.89453125,5175.3155392768085,5123.905120012469,5141.041926433915,47297000,BBCA
2021-07-09,5158.17822265625,5158.17822265625,5132.473015566601,5149.609820293033,40707500,BBCA
2021-07-12,5286.705078125,5295.27348181726,5158.179022741086,5201.021041202391,65981500,BBCA
2021-07-13,5179.599609375,5290.98884828629,5153.894400395471,5286.704646789703,65946500,BBCA
2021-07-14,5132.47314453125,5166.746754845315,5123.904741952734,5158.178352266799,59321000,BBCA
2021-07-15,5239.578125,5239.578125,5136.757295073589,5141.041496320523,49724000,BBCA
2021-07-16,5235.29443359375,5286.704853563574,5188.168215288078,5286.704853563574,47998500,BBCA
2021-07-19,5145.326171875,5235.29440635408,5145.326171875,5235.29440635408,47119000,BBCA
2021-07-21,5149.61083984375,5243.863284499792,5149.61083984375,5183.884456082311,55009500,BBCA
2021-07-22,5273.85205078125,5273.85205078125,5183.883819208215,5239.578438753427,60792000,BBCA
2021-07-23,5171.03125,5303.841497514499,5162.462846934549,5295.273094449048,79938000,BBCA
2021-07-26,5145.326171875,5192.45238993547,5145.326171875,5175.315583368027,48171500,BBCA
2021-07-27,5145.326171875,5192.45238993547,5141.041970233139,5145.326171875,53107500,BBCA
2021-07-28,5123.90478515625,5149.609993108539,5115.336382505487,5145.325791783157,74133000,BBCA
2021-07-29,5175.31494140625,5213.872751400171,5123.904528081022,5188.167544737557,84605000,BBCA
2021-07-30,5115.33642578125,5226.725661183522,5106.768023057998,5175.315244844011,105685000,BBCA
2021-08-02,5106.76806640625,5196.736295764078,5059.64185102834,5192.452094366086,119981500,BBCA
2021-08-03,5265.283203125,5295.272611116761,5128.188766591233,5162.4623757246745,110071500,BBCA
2021-08-04,5243.8623046875,5269.567512063419,5192.451889935662,5265.283310834099,41112000,BBCA
2021-08-05,5398.09423828125,5406.6626418340775,5260.999781436011,5286.704992094494,93768000,BBCA
2021-08-06,5278.1357421875,5449.503785765016,5256.71473674031,5449.503785765016,67285000,BBCA
2021-08-09,5312.40966796875,5312.40966796875,5231.009842411165,5256.715050481981,52858500,BBCA
2021-08-10,5398.09423828125,5398.09423828125,5239.578772553943,5355.252220517113,60446000,BBCA
2021-08-12,5398.09423828125,5415.231045386904,5243.862974330357,5243.862974330357,118325500,BBCA
